RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POINTS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,STATUSID,STATUS
1032,839,4,5,18,0.0,25,224.243,1:09.321,25,Overheating
1032,844,6,14,19,0.0,4,162.979,1:35.379,130,Collision damage
1032,20,6,10,20,0.0,1,,,130,Collision damage
1033,1,131,1,1,26.0,70,205.823,1:16.627,1,Finished
1033,830,9,7,2,18.0,70,199.176,1:19.184,1,Finished
1033,822,131,2,3,15.0,70,203.072,1:17.665,1,Finished
1033,840,211,3,4,12.0,70,199.708,1:18.973,1,Finished
1033,848,9,13,5,10.0,70,198.534,1:19.440,1,Finished
1033,20,6,5,6,8.0,69,196.254,1:20.363,11,+1 Lap
1033,815,211,4,7,6.0,69,196.923,1:20.090,11,+1 Lap
1033,817,4,11,8,4.0,69,198.305,1:19.532,11,+1 Lap
1033,832,1,9,9,2.0,69,195.976,1:20.477,11,+1 Lap
1033,825,210,0,10,1.0,69,198.492,1:19.457,11,+1 Lap
1033,844,6,6,11,0.0,69,195.142,1:20.821,11,+1 Lap
1033,826,213,17,12,0.0,69,194.841,1:20.946,11,+1 Lap
1033,846,1,8,13,0.0,69,197.280,1:19.945,11,+1 Lap
1033,839,4,14,14,0.0,69,196.503,1:20.261,11,+1 Lap
1033,8,51,20,15,0.0,69,194.978,1:20.889,11,+1 Lap
1033,154,210,0,16,0.0,69,196.574,1:20.232,11,+1 Lap
1033,841,51,19,17,0.0,69,196.908,1:20.096,11,+1 Lap
1033,847,3,12,18,0.0,69,197.184,1:19.984,11,+1 Lap
1033,849,3,15,19,0.0,65,194.236,1:21.198,15,+5 Laps
1033,842,213,10,20,0.0,15,187.893,1:23.939,5,Engine
1034,1,131,1,1,25.0,52,237.652,1:29.238,1,Finished
1034,830,9,3,2,19.0,52,243.494,1:27.097,1,Finished
1034,844,6,4,3,15.0,52,236.130,1:29.813,1,Finished
1034,817,4,8,4,12.0,52,237.004,1:29.482,1,Finished
1034,846,1,5,5,10.0,52,235.488,1:30.058,1,Finished
1034,839,4,9,6,8.0,52,236.980,1:29.491,1,Finished
1034,842,213,11,7,6.0,52,236.684,1:29.603,1,Finished
1034,848,9,12,8,4.0,52,239.123,1:28.689,1,Finished
1034,840,211,6,9,2.0,52,234.402,1:30.475,1,Finished
1034,20,6,10,10,1.0,52,234.242,1:30.537,1,Finished
1034,822,131,2,11,0.0,52,237.580,1:29.265,1,Finished
1034,847,3,20,12,0.0,52,233.404,1:30.862,1,Finished
1034,832,1,7,13,0.0,52,235.776,1:29.948,1,Finished
1034,841,51,15,14,0.0,52,233.109,1:30.977,1,Finished
1034,849,3,18,15,0.0,52,234.335,1:30.501,1,Finished
1034,154,210,17,16,0.0,52,236.212,1:29.782,1,Finished
1034,8,51,16,17,0.0,51,235.710,1:29.973,11,+1 Lap
1034,826,213,19,18,0.0,11,229.412,1:32.443,3,Accident
1034,825,210,14,19,0.0,1,,,4,Collision
1034,807,211,13,20,0.0,0,,,131,Power Unit
1035,830,9,4,1,25.0,52,237.049,1:29.465,1,Finished
1035,1,131,2,2,19.0,52,239.766,1:28.451,1,Finished
1035,822,131,1,3,15.0,52,236.256,1:29.765,1,Finished
1035,844,6,8,4,12.0,52,234.203,1:30.552,1,Finished
1035,848,9,9,5,10.0,52,237.017,1:29.477,1,Finished
1035,840,211,6,6,8.0,52,233.365,1:30.877,1,Finished
1035,807,211,3,7,6.0,52,235.412,1:30.087,1,Finished
1035,839,4,14,8,4.0,52,234.144,1:30.575,1,Finished
1035,846,1,10,9,2.0,52,233.826,1:30.698,1,Finished
1035,826,213,16,10,1.0,52,233.723,1:30.738,1,Finished
1035,842,213,7,11,0.0,52,235.399,1:30.092,1,Finished
1035,20,6,11,12,0.0,52,233.602,1:30.785,1,Finished
1035,832,1,12,13,0.0,52,234.193,1:30.556,1,Finished
1035,817,4,5,14,0.0,51,232.621,1:31.168,11,+1 Lap
1035,8,51,20,15,0.0,51,231.130,1:31.756,11,+1 Lap
1035,154,210,13,16,0.0,51,233.581,1:30.793,11,+1 Lap
1035,841,51,19,17,0.0,51,230.954,1:31.826,11,+1 Lap
1035,847,3,15,18,0.0,51,232.010,1:31.408,11,+1 Lap
1035,849,3,18,19,0.0,51,235.770,1:29.950,11,+1 Lap
1035,825,210,17,20,0.0,43,230.944,1:31.830,31,Retired
1036,1,131,1,1,25.0,66,209.942,1:19.822,1,Finished
1036,830,9,3,2,18.0,66,205.677,1:21.477,1,Finished
1036,822,131,2,3,16.0,66,214.343,1:18.183,1,Finished
1036,840,211,5,4,12.0,65,204.306,1:22.024,11,+1 Lap
1036,815,211,4,5,10.0,65,203.090,1:22.515,11,+1 Lap
1036,832,1,7,6,8.0,65,204.938,1:21.771,11,+1 Lap
1036,20,6,11,7,6.0,65,202.618,1:22.707,11,+1 Lap
1036,848,9,6,8,4.0,65,203.883,1:22.194,11,+1 Lap
1036,842,213,10,9,2.0,65,203.021,1:22.543,11,+1 Lap
1036,846,1,8,10,1.0,65,203.393,1:22.392,11,+1 Lap
1036,817,4,13,11,0.0,65,203.215,1:22.464,11,+1 Lap
1036,826,213,12,12,0.0,65,203.531,1:22.336,11,+1 Lap
1036,839,4,15,13,0.0,65,203.933,1:22.174,11,+1 Lap
1036,8,51,14,14,0.0,65,204.645,1:21.888,11,+1 Lap
1036,825,210,16,15,0.0,65,200.757,1:23.474,11,+1 Lap
1036,841,51,20,16,0.0,65,204.863,1:21.801,11,+1 Lap
1036,847,3,18,17,0.0,65,203.119,1:22.503,11,+1 Lap
1036,849,3,19,18,0.0,64,204.291,1:22.030,12,+2 Laps
1036,154,210,17,19,0.0,64,208.409,1:20.409,12,+2 Laps
1036,844,6,9,20,0.0,38,199.576,1:23.968,40,Electronics
1037,1,131,1,1,25.0,44,233.990,1:47.758,1,Finished
1037,822,131,2,2,18.0,44,233.503,1:47.983,1,Finished
1037,830,9,3,3,15.0,44,232.809,1:48.305,1,Finished
1037,817,4,4,4,13.0,44,234.589,1:47.483,1,Finished
1037,839,4,6,5,10.0,44,232.305,1:48.540,1,Finished
1037,848,9,5,6,8.0,44,231.886,1:48.736,1,Finished
1037,846,1,10,7,6.0,44,232.279,1:48.552,1,Finished
1037,842,213,12,8,4.0,44,233.815,1:47.839,1,Finished
1037,840,211,9,9,2.0,44,231.036,1:49.136,1,Finished
1037,815,211,8,10,1.0,44,232.628,1:48.389,1,Finished
1037,826,213,11,11,0.0,44,229.572,1:49.832,1,Finished
1037,8,51,16,12,0.0,44,229.593,1:49.822,1,Finished
1037,20,6,14,13,0.0,44,229.309,1:49.958,1,Finished
1037,844,6,13,14,0.0,44,233.813,1:47.840,1,Finished
1037,154,210,17,15,0.0,44,229.184,1:50.018,1,Finished
1037,849,3,19,16,0.0,44,233.362,1:48.048,1,Finished
1037,825,210,20,17,0.0,44,233.287,1:48.083,1,Finished
1037,841,51,18,18,0.0,9,225.545,1:51.793,3,Accident
1037,847,3,15,19,0.0,9,225.624,1:51.754,138,Debris
1037,832,1,7,20,0.0,0,,,43,Exhaust
1038,842,213,10,1,25.0,53,248.162,1:24.037,1,Finished
1038,832,1,3,2,18.0,53,248.620,1:23.882,1,Finished
1038,840,211,8,3,15.0,53,248.576,1:23.897,1,Finished
1038,846,1,6,4,12.0,53,247.587,1:24.232,1,Finished
1038,822,131,2,5,10.0,53,248.386,1:23.961,1,Finished
1038,817,4,7,6,8.0,53,248.573,1:23.898,1,Finished
1038,1,131,1,7,7.0,53,252.033,1:22.746,1,Finished
1038,839,4,12,8,4.0,53,246.831,1:24.490,1,Finished
1038,826,213,11,9,2.0,53,246.863,1:24.479,1,Finished
1038,815,211,4,10,1.0,53,247.282,1:24.336,1,Finished
1038,849,3,20,11,0.0,53,245.353,1:24.999,1,Finished
1038,154,210,16,12,0.0,53,245.972,1:24.785,1,Finished
1038,8,51,14,13,0.0,53,245.827,1:24.835,1,Finished
1038,847,3,19,14,0.0,53,247.033,1:24.421,1,Finished
1038,848,9,9,15,0.0,53,245.564,1:24.926,1,Finished
1038,841,51,18,16,0.0,53,245.766,1:24.856,1,Finished
1038,830,9,5,17,0.0,30,243.804,1:25.539,131,Power Unit
1038,844,6,13,18,0.0,23,242.424,1:26.026,3,Accident
1038,825,210,15,19,0.0,17,243.099,1:25.787,131,Power Unit
1038,20,6,17,20,0.0,6,239.415,1:27.107,23,Brakes
1039,1,131,1,1,26.0,59,239.518,1:18.833,1,Finished
1039,822,131,2,2,18.0,59,237.712,1:19.432,1,Finished
1039,848,9,4,3,15.0,59,235.909,1:20.039,1,Finished
1039,817,4,8,4,12.0,59,234.774,1:20.426,1,Finished
1039,815,211,7,5,10.0,59,234.175,1:20.632,1,Finished
1039,846,1,11,6,8.0,59,232.542,1:21.198,1,Finished
1039,826,213,12,7,6.0,59,231.800,1:21.458,1,Finished
1039,844,6,5,8,4.0,59,232.453,1:21.229,1,Finished
1039,8,51,13,9,2.0,59,232.640,1:21.164,1,Finished
1039,20,6,14,10,1.0,59,232.531,1:21.202,1,Finished
1039,847,3,18,11,0.0,59,231.269,1:21.645,1,Finished
1039,154,210,15,12,0.0,59,229.532,1:22.263,1,Finished
1039,840,211,6,13,0.0,42,230.077,1:22.068,29,Puncture
1039,839,4,10,14,0.0,7,143.270,2:11.793,23,Brakes
1039,849,3,19,15,0.0,6,143.736,2:11.365,4,Collision
1039,825,210,20,16,0.0,5,141.108,2:13.812,4,Collision
1039,841,51,17,17,0.0,5,141.111,2:13.809,4,Collision
1039,832,1,9,18,0.0,5,140.802,2:14.103,4,Collision
1039,830,9,3,19,0.0,0,,,4,Collision
1039,842,213,16,20,0.0,0,,,4,Collision
1040,822,131,3,1,26.0,53,216.972,1:37.030,1,Finished
1040,830,9,2,2,18.0,53,216.298,1:37.332,1,Finished
1040,1,131,1,3,15.0,53,214.660,1:38.075,1,Finished
1040,815,211,4,4,12.0,53,214.515,1:38.141,1,Finished
1040,817,4,5,5,10.0,53,215.074,1:37.886,1,Finished
1040,844,6,10,6,8.0,53,212.540,1:39.053,1,Finished
1040,839,4,7,7,6.0,53,212.191,1:39.216,1,Finished
1040,826,213,11,8,4.0,53,212.369,1:39.133,1,Finished
1040,842,213,9,9,2.0,53,216.523,1:37.231,1,Finished
1040,848,9,15,10,1.0,53,214.001,1:38.377,1,Finished
1040,841,51,17,11,0.0,52,211.021,1:39.766,11,+1 Lap
1040,825,210,18,12,0.0,52,209.731,1:40.380,11,+1 Lap
1040,20,6,14,13,0.0,52,211.398,1:39.588,11,+1 Lap
1040,8,51,19,14,0.0,52,212.960,1:38.858,11,+1 Lap
1040,846,1,8,15,0.0,52,216.198,1:37.377,11,+1 Lap
1040,849,3,20,16,0.0,52,208.352,1:41.044,11,+1 Lap
1040,154,210,16,17,0.0,52,211.343,1:39.614,11,+1 Lap
1040,847,3,13,18,0.0,52,216.254,1:37.352,11,+1 Lap
1040,832,1,6,19,0.0,0,,,3,Accident
1040,840,211,12,20,0.0,0,,,4,Collision
1041,1,131,2,1,25.0,60,210.253,1:28.145,1,Finished
1041,830,9,3,2,19.0,60,210.267,1:28.139,1,Finished
1041,817,4,6,3,15.0,60,206.876,1:29.584,1,Finished
1041,815,211,9,4,12.0,60,206.608,1:29.700,1,Finished
1041,832,1,10,5,10.0,60,205.625,1:30.129,1,Finished
1041,842,213,12,6,8.0,60,205.668,1:30.110,1,Finished
1041,844,6,4,7,6.0,60,204.303,1:30.712,1,Finished
1041,807,211,20,8,4.0,60,204.256,1:30.733,1,Finished
1041,154,210,16,9,2.0,60,202.407,1:31.562,1,Finished
1041,841,51,14,10,1.0,60,203.861,1:30.909,1,Finished
1041,20,6,11,11,0.0,60,204.990,1:30.408,1,Finished
1041,8,51,19,12,0.0,60,204.755,1:30.512,1,Finished
1041,825,210,15,13,0.0,60,204.881,1:30.456,1,Finished
1041,849,3,18,14,0.0,60,202.816,1:31.377,1,Finished
1041,826,213,13,15,0.0,60,200.975,1:32.214,1,Finished
1041,846,1,8,16,0.0,42,200.727,1:32.328,131,Power Unit
1041,848,9,5,17,0.0,23,200.723,1:32.330,21,Radiator
1041,839,4,7,18,0.0,22,198.873,1:33.189,6,Gearbox
1041,822,131,1,19,0.0,18,201.697,1:31.884,131,Power Unit
1041,847,3,17,20,0.0,12,196.060,1:34.526,4,Collision
1042,1,131,1,1,26.0,66,212.708,1:18.750,1,Finished
1042,822,131,2,2,18.0,66,211.113,1:19.345,1,Finished
1042,830,9,3,3,15.0,66,209.767,1:19.854,1,Finished
1042,844,6,4,4,12.0,66,208.322,1:20.408,1,Finished
1042,842,213,9,5,10.0,65,207.952,1:20.551,11,+1 Lap
1042,832,1,7,6,8.0,65,208.685,1:20.268,11,+1 Lap
1042,815,211,5,7,6.0,65,207.306,1:20.802,11,+1 Lap
1042,839,4,11,8,4.0,65,207.160,1:20.859,11,+1 Lap
1042,817,4,10,9,2.0,65,207.040,1:20.906,11,+1 Lap
1042,20,6,15,10,1.0,65,207.489,1:20.731,11,+1 Lap
1042,8,51,16,11,0.0,65,206.652,1:21.058,11,+1 Lap
1042,848,9,6,12,0.0,65,209.673,1:19.890,11,+1 Lap
1042,846,1,8,13,0.0,65,211.073,1:19.360,11,+1 Lap
1042,847,3,14,14,0.0,65,207.101,1:20.882,11,+1 Lap
1042,841,51,17,15,0.0,65,204.544,1:21.893,11,+1 Lap
1042,825,210,19,16,0.0,65,205.632,1:21.460,11,+1 Lap
1042,154,210,18,17,0.0,65,205.118,1:21.664,11,+1 Lap
1042,849,3,20,18,0.0,64,204.629,1:21.859,12,+2 Laps
1042,826,213,13,19,0.0,64,208.216,1:20.449,12,+2 Laps
1042,840,211,12,20,0.0,51,205.043,1:21.694,130,Collision damage
1043,1,131,2,1,26.0,63,234.121,1:15.484,1,Finished
1043,822,131,1,2,18.0,63,232.831,1:15.902,1,Finished
1043,817,4,5,3,15.0,63,227.878,1:17.552,1,Finished
1043,826,213,8,4,12.0,63,227.543,1:17.666,1,Finished
1043,844,6,7,5,10.0,63,226.067,1:18.173,1,Finished
1043,815,211,11,6,8.0,63,226.325,1:18.084,1,Finished
1043,832,1,10,7,6.0,63,226.226,1:18.118,1,Finished
1043,846,1,9,8,4.0,63,226.368,1:18.069,1,Finished
1043,8,51,18,9,2.0,63,226.313,1:18.088,1,Finished
1043,841,51,20,10,1.0,63,224.286,1:18.794,1,Finished
1043,849,3,19,11,0.0,63,224.499,1:18.719,1,Finished
1043,20,6,14,12,0.0,63,227.248,1:17.767,1,Finished
1043,840,211,15,13,0.0,63,225.528,1:18.360,1,Finished
1043,154,210,16,14,0.0,63,224.206,1:18.822,1,Finished
1043,848,9,6,15,0.0,63,231.991,1:16.177,1,Finished
1043,847,3,13,16,0.0,51,224.237,1:18.811,3,Accident
1043,830,9,3,17,0.0,50,227.628,1:17.637,29,Puncture
1043,825,210,17,18,0.0,47,222.930,1:19.273,139,Illness
1043,839,4,12,19,0.0,27,221.998,1:19.606,6,Gearbox
1043,842,213,4,20,0.0,8,219.797,1:20.403,34,Water pressure
1044,1,131,6,1,25.0,58,193.302,1:39.413,1,Finished
1044,815,211,3,2,18.0,58,191.417,1:40.392,1,Finished
1044,20,6,11,3,15.0,58,192.819,1:39.662,1,Finished
1044,844,6,12,4,12.0,58,192.242,1:39.961,1,Finished
1044,832,1,15,5,10.0,58,194.592,1:38.754,1,Finished
1044,830,9,2,6,8.0,58,195.231,1:38.431,1,Finished
1044,848,9,4,7,6.0,58,193.915,1:39.099,1,Finished
1044,846,1,14,8,5.0,58,198.508,1:36.806,1,Finished
1044,840,211,1,9,2.0,58,192.319,1:39.921,1,Finished
1044,817,4,5,10,1.0,58,190.875,1:40.677,1,Finished
1044,839,4,7,11,0.0,57,190.254,1:41.006,11,+1 Lap
1044,826,213,16,12,0.0,57,190.229,1:41.019,11,+1 Lap
1044,842,213,19,13,0.0,57,192.966,1:39.586,11,+1 Lap
1044,822,131,9,14,0.0,57,195.704,1:38.193,11,+1 Lap
1044,8,51,8,15,0.0,57,192.663,1:39.743,11,+1 Lap
1044,847,3,0,16,0.0,57,190.616,1:40.814,11,+1 Lap
1044,825,210,13,17,0.0,55,190.363,1:40.948,54,Withdrew
1044,154,210,17,18,0.0,49,186.063,1:43.281,130,Collision damage
1044,849,3,0,19,0.0,39,185.678,1:43.495,130,Collision damage
1044,841,51,10,20,0.0,11,172.934,1:51.122,6,Gearbox
1045,1,131,1,1,25.0,57,209.803,1:32.864,1,Finished
1045,830,9,3,2,19.0,57,211.741,1:32.014,1,Finished
1045,848,9,4,3,15.0,57,207.967,1:33.684,1,Finished
1045,846,1,9,4,12.0,57,208.180,1:33.588,1,Finished
1045,832,1,15,5,10.0,57,208.575,1:33.411,1,Finished
1045,842,213,8,6,8.0,57,205.482,1:34.817,1,Finished
1045,817,4,6,7,6.0,57,209.887,1:32.827,1,Finished
1045,822,131,2,8,4.0,57,208.706,1:33.352,1,Finished
1045,839,4,7,9,2.0,57,206.490,1:34.354,1,Finished
1045,844,6,12,10,1.0,56,208.098,1:33.625,11,+1 Lap
1045,826,213,10,11,0.0,56,206.957,1:34.141,11,+1 Lap
1045,847,3,14,12,0.0,56,204.995,1:35.042,11,+1 Lap
1045,20,6,11,13,0.0,56,207.575,1:33.861,11,+1 Lap
1045,849,3,20,14,0.0,56,205.973,1:34.591,11,+1 Lap
1045,8,51,17,15,0.0,56,208.213,1:33.573,11,+1 Lap
1045,841,51,16,16,0.0,56,206.092,1:34.536,11,+1 Lap
1045,825,210,18,17,0.0,56,204.567,1:35.241,11,+1 Lap
1045,815,211,5,18,0.0,53,208.089,1:33.629,5,Engine
1045,840,211,13,19,0.0,2,,,4,Collision
1045,154,210,19,20,0.0,0,,,4,Collision
1046,815,211,5,1,25.0,87,224.599,0:56.789,1,Finished
1046,839,4,11,2,18.0,87,222.402,0:57.350,1,Finished
1046,840,211,10,3,15.0,87,222.255,0:57.388,1,Finished
1046,832,1,8,4,12.0,87,223.122,0:57.165,1,Finished
1046,817,4,7,5,10.0,87,223.850,0:56.979,1,Finished
1046,848,9,12,6,8.0,87,223.548,0:57.056,1,Finished
1046,826,213,6,7,6.0,87,223.764,0:57.001,1,Finished
1046,822,131,1,8,4.0,87,225.497,0:56.563,1,Finished
1046,847,131,2,9,3.0,87,230.214,0:55.404,1,Finished
1046,846,1,19,10,1.0,87,222.713,0:57.270,1,Finished
1046,842,213,9,11,0.0,87,222.908,0:57.220,1,Finished
1046,20,6,13,12,0.0,87,224.141,0:56.905,1,Finished
1046,841,51,14,13,0.0,87,224.212,0:56.887,1,Finished
1046,8,51,18,14,0.0,87,222.305,0:57.375,1,Finished
1046,825,210,15,15,0.0,87,221.760,0:57.516,1,Finished
1046,851,3,17,16,0.0,87,222.240,0:57.392,1,Finished
1046,850,210,20,17,0.0,87,220.892,0:57.742,1,Finished
1046,849,3,16,18,0.0,52,219.132,0:58.206,5,Engine
1046,830,9,3,19,0.0,0,,,3,Accident
1046,844,6,4,20,0.0,0,,,4,Collision
1047,830,9,1,1,25.0,55,198.046,1:40.958,1,Finished
1047,822,131,2,2,18.0,55,197.707,1:41.131,1,Finished
1047,1,131,3,3,15.0,55,197.144,1:41.420,1,Finished
1047,848,9,5,4,12.0,55,197.520,1:41.227,1,Finished
1047,846,1,4,5,10.0,55,196.092,1:41.964,1,Finished
1047,832,1,6,6,8.0,55,196.125,1:41.947,1,Finished
1047,817,4,11,7,7.0,55,198.109,1:40.926,1,Finished
1047,842,213,9,8,4.0,55,195.116,1:42.474,1,Finished
1047,839,4,10,9,2.0,55,194.320,1:42.894,1,Finished
1047,840,211,8,10,1.0,55,196.281,1:41.866,1,Finished
1047,826,213,7,11,0.0,54,194.679,1:42.704,11,+1 Lap
1047,8,51,15,12,0.0,54,195.739,1:42.148,11,+1 Lap
1047,844,6,12,13,0.0,54,196.200,1:41.908,11,+1 Lap
1047,20,6,13,14,0.0,54,197.037,1:41.475,11,+1 Lap
1047,847,3,16,15,0.0,54,193.504,1:43.328,11,+1 Lap
1047,841,51,14,16,0.0,54,196.650,1:41.675,11,+1 Lap
1047,849,3,18,17,0.0,54,195.073,1:42.497,11,+1 Lap
1047,825,210,20,18,0.0,54,196.025,1:41.999,11,+1 Lap
1047,850,210,17,19,0.0,53,196.588,1:41.707,12,+2 Laps
1047,815,211,19,20,0.0,8,193.625,1:43.263,7,Transmission
1051,1,131,1,1,25.0,57,227.633,1:25.084,1,Finished
1051,830,9,7,2,19.0,57,232.799,1:23.196,1,Finished
1051,4,214,3,3,15.0,57,223.437,1:26.682,1,Finished
1051,815,9,11,4,12.0,57,226.227,1:25.613,1,Finished
1051,839,214,9,5,10.0,57,222.464,1:27.061,1,Finished
1051,840,117,12,6,8.0,57,221.713,1:27.356,1,Finished
1051,832,6,5,7,6.0,57,223.726,1:26.570,1,Finished
1051,844,6,13,8,4.0,57,223.765,1:26.555,1,Finished
1051,846,1,4,9,2.0,56,225.876,1:25.746,11,+1 Lap
1051,20,117,10,10,1.0,56,224.078,1:26.434,11,+1 Lap
1051,842,213,2,11,0.0,56,222.572,1:27.019,11,+1 Lap
1051,817,1,14,12,0.0,56,222.115,1:27.198,11,+1 Lap
1051,852,213,8,13,0.0,56,222.510,1:27.043,11,+1 Lap
1051,8,51,16,14,0.0,56,224.275,1:26.358,11,+1 Lap
1051,841,51,18,15,0.0,56,220.534,1:27.823,11,+1 Lap
1051,854,210,19,16,0.0,56,219.065,1:28.412,11,+1 Lap
1051,847,3,15,17,0.0,55,225.818,1:25.768,12,+2 Laps
1051,853,210,20,18,0.0,55,221.754,1:27.340,12,+2 Laps
1051,849,3,17,19,0.0,50,218.275,1:28.732,29,Puncture
1051,822,131,6,20,0.0,48,221.992,1:27.246,137,Damage
1052,1,131,2,1,25.0,56,207.235,1:34.015,1,Finished
1052,830,9,1,2,18.0,56,208.984,1:33.228,1,Finished
1052,822,131,3,3,16.0,56,211.566,1:32.090,1,Finished
1052,846,1,7,4,12.0,56,206.398,1:34.396,1,Finished
1052,815,9,0,5,10.0,56,207.334,1:33.970,1,Finished
1052,844,6,4,6,8.0,56,205.112,1:34.988,1,Finished
1052,817,1,6,7,6.0,56,205.233,1:34.932,1,Finished
1052,832,6,8,8,4.0,56,206.151,1:34.509,1,Finished
1052,852,213,13,9,2.0,56,205.603,1:34.761,1,Finished
1052,840,117,10,10,1.0,56,205.378,1:34.865,1,Finished
1052,8,51,14,11,0.0,56,204.672,1:35.192,1,Finished
1052,841,51,12,12,0.0,55,204.823,1:35.122,11,+1 Lap
1052,839,214,16,13,0.0,55,204.548,1:35.250,11,+1 Lap
1052,847,3,15,14,0.0,55,205.008,1:35.036,11,+1 Lap
1052,20,117,20,15,0.0,55,203.871,1:35.566,11,+1 Lap
1052,854,210,18,16,0.0,55,202.667,1:36.134,11,+1 Lap
1052,842,213,5,17,0.0,52,207.069,1:34.090,31,Retired
1052,849,3,17,18,0.0,51,201.685,1:36.602,31,Retired
1052,4,214,9,19,0.0,32,202.816,1:36.063,23,Brakes
1052,853,210,19,20,0.0,0,,,3,Accident
1053,830,9,3,1,25.0,63,227.960,1:17.524,1,Finished
1053,1,131,1,2,19.0,63,230.403,1:16.702,1,Finished
1053,846,1,7,3,15.0,63,225.819,1:18.259,1,Finished
1053,844,6,4,4,12.0,63,225.473,1:18.379,1,Finished
1053,832,6,11,5,10.0,63,225.154,1:18.490,1,Finished
1053,817,1,6,6,8.0,63,222.739,1:19.341,1,Finished
1053,842,213,5,7,6.0,63,223.718,1:18.994,1,Finished
1053,840,117,10,8,4.0,63,224.320,1:18.782,1,Finished
1053,839,214,9,9,2.0,63,222.512,1:19.422,1,Finished
1053,4,214,15,10,1.0,63,222.526,1:19.417,1,Finished
1053,815,9,2,11,0.0,63,222.585,1:19.396,1,Finished
1053,852,213,20,12,0.0,63,225.603,1:18.334,1,Finished
1053,8,51,16,13,0.0,63,225.548,1:18.353,1,Finished
1053,841,51,17,14,0.0,62,222.378,1:19.470,11,+1 Lap
1053,20,117,0,15,0.0,61,223.491,1:19.074,6,Gearbox
1053,854,210,18,16,0.0,61,223.156,1:19.193,12,+2 Laps
1053,853,210,19,17,0.0,61,219.800,1:20.402,12,+2 Laps
1053,822,131,8,18,0.0,30,199.721,1:28.485,4,Collision
1053,847,3,12,19,0.0,30,204.203,1:26.543,4,Collision
1053,849,3,14,20,0.0,0,,,4,Collision
1054,1,131,2,1,25.0,66,206.971,1:20.933,1,Finished
1054,830,9,3,2,18.0,66,207.581,1:20.695,1,Finished
1054,822,131,1,3,16.0,66,209.738,1:19.865,1,Finished
1054,815,9,4,4,12.0,66,207.715,1:20.643,1,Finished
1054,846,1,7,5,10.0,66,205.038,1:21.696,1,Finished
1054,844,6,8,6,8.0,66,205.541,1:21.496,1,Finished
1054,839,214,6,7,6.0,66,204.562,1:21.886,1,Finished
1054,4,214,13,8,4.0,66,206.718,1:21.032,1,Finished
1054,817,1,16,9,2.0,66,204.310,1:21.987,1,Finished
1054,842,213,9,10,1.0,66,204.243,1:22.014,1,Finished
1054,832,6,5,11,0.0,66,203.471,1:22.325,1,Finished
1054,841,51,12,12,0.0,65,203.862,1:22.167,11,+1 Lap
1054,20,117,10,13,0.0,65,203.246,1:22.416,11,+1 Lap
1054,840,117,17,14,0.0,65,204.352,1:21.970,11,+1 Lap
1054,852,213,14,15,0.0,65,204.133,1:22.058,11,+1 Lap
1054,847,3,11,16,0.0,65,202.661,1:22.654,11,+1 Lap
1054,854,210,19,17,0.0,64,202.414,1:22.755,12,+2 Laps
1054,849,3,18,18,0.0,64,201.440,1:23.155,12,+2 Laps
1054,853,210,20,19,0.0,64,200.270,1:23.641,12,+2 Laps
1054,8,51,15,20,0.0,1,,,130,Collision damage
1055,1,131,1,1,25.0,66,208.640,1:20.665,1,Finished
1055,830,9,2,2,19.0,66,215.357,1:18.149,1,Finished
1055,822,131,3,3,15.0,66,211.884,1:19.430,1,Finished
1055,844,6,4,4,12.0,66,209.174,1:20.459,1,Finished
1055,815,9,8,5,10.0,66,211.743,1:19.483,1,Finished
1055,817,1,7,6,8.0,66,205.612,1:21.853,1,Finished
1055,832,6,6,7,6.0,66,206.330,1:21.568,1,Finished
1055,846,1,9,8,4.0,65,207.064,1:21.279,11,+1 Lap
1055,839,214,5,9,2.0,65,202.014,1:23.311,11,+1 Lap
1055,842,213,12,10,1.0,65,206.820,1:21.375,11,+1 Lap
1055,840,117,11,11,0.0,65,203.735,1:22.607,11,+1 Lap
1055,8,51,17,12,0.0,65,203.094,1:22.868,11,+1 Lap
1055,20,117,13,13,0.0,65,203.211,1:22.820,11,+1 Lap
1055,847,3,15,14,0.0,65,202.264,1:23.208,11,+1 Lap
1055,841,51,14,15,0.0,65,203.255,1:22.802,11,+1 Lap
1055,849,3,19,16,0.0,65,203.003,1:22.905,11,+1 Lap
1055,4,214,10,17,0.0,65,207.311,1:21.182,11,+1 Lap
1055,854,210,18,18,0.0,64,203.661,1:22.637,12,+2 Laps
1055,853,210,20,19,0.0,64,200.261,1:24.040,12,+2 Laps
1055,852,213,16,20,0.0,6,198.408,1:24.825,10,Electrical
1056,830,9,2,1,25.0,78,160.929,1:14.649,1,Finished
1056,832,6,4,2,18.0,78,160.989,1:14.621,1,Finished
1056,846,1,5,3,15.0,78,160.883,1:14.670,1,Finished
1056,815,9,9,4,12.0,78,161.138,1:14.552,1,Finished
1056,20,117,8,5,10.0,78,159.503,1:15.316,1,Finished
1056,842,213,6,6,8.0,78,159.300,1:15.412,1,Finished
1056,1,131,7,7,7.0,78,164.769,1:12.909,1,Finished
1056,840,117,13,8,4.0,77,160.875,1:14.674,11,+1 Lap
1056,839,214,11,9,2.0,77,159.503,1:15.316,11,+1 Lap
