RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POSITION,POINTS,STATUSID,STATUS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,ESTIMATED_FINISH_TIME,ESTIMATED_FINISH_TIME_STR,AVG_LAP_TIME
1114,852,213,9,12,12.0,0.0,11,+1 Lap,52,213.824,1:37.768,6012.836,0 days 01:40:12.836000,105.0460576923077
1114,855,51,19,13,13.0,0.0,11,+1 Lap,52,213.774,1:37.791,6015.441,0 days 01:40:15.441000,105.0915576923077
1114,807,210,18,14,14.0,0.0,11,+1 Lap,52,214.963,1:37.250,6019.027,0 days 01:40:19.027000,105.15421153846154
1114,825,210,15,15,15.0,0.0,11,+1 Lap,52,213.662,1:37.842,6041.012,0 days 01:40:41.012000,105.53828846153846
1114,848,3,13,16,,0.0,130,Collision damage,26,210.769,1:39.185,11037.46,0 days 03:03:57.460000,111.96450000000002
1114,858,3,0,17,,0.0,130,Collision damage,22,211.488,1:38.848,12161.463,0 days 03:22:41.463000,115.8896818181818
1114,840,117,17,18,,0.0,65,Rear wing,20,211.057,1:39.050,12289.476,0 days 03:24:49.476000,113.66515
1114,815,9,5,19,,0.0,130,Collision damage,15,209.672,1:39.704,33953.516,0 days 09:25:53.516000,292.5262
1114,822,51,16,20,,0.0,130,Collision damage,7,170.3,2:02.755,18831.545,0 days 05:13:51.545000,146.219
1115,830,9,1,1,1.0,26.0,1,Finished,57,231.364,1:24.319,5259.168,0 days 01:27:39.168000,92.26610526315788
1115,857,1,6,2,2.0,18.0,1,Finished,57,229.724,1:24.921,5264.001,0 days 01:27:44.001000,92.35089473684212
1115,846,1,10,3,3.0,15.0,1,Finished,57,229.938,1:24.842,5265.137,0 days 01:27:45.137000,92.37082456140352
1115,847,131,2,4,4.0,12.0,1,Finished,57,227.45,1:25.770,5293.287,0 days 01:28:13.287000,92.86468421052632
1115,844,6,5,5,5.0,10.0,1,Finished,57,229.532,1:24.992,5298.144,0 days 01:28:18.144000,92.94989473684213
1115,4,117,4,6,6.0,8.0,1,Finished,57,226.723,1:26.045,5308.2,0 days 01:28:28.200000,93.12631578947368
1115,839,214,8,7,7.0,6.0,1,Finished,57,225.661,1:26.450,5321.558,0 days 01:28:41.558000,93.36066666666666
1115,822,51,9,8,8.0,4.0,1,Finished,57,225.135,1:26.652,5325.731,0 days 01:28:45.731000,93.43387719298244
1115,855,51,19,9,9.0,2.0,1,Finished,57,225.993,1:26.323,5335.295,0 days 01:28:55.295000,93.60166666666667
1115,815,9,0,10,10.0,1.0,1,Finished,57,226.263,1:26.220,5334.349,0 days 01:28:54.349000,93.5850701754386
1115,840,117,16,11,11.0,0.0,1,Finished,57,225.917,1:26.352,5330.82,0 days 01:28:50.820000,93.52315789473684
1115,842,214,7,12,12.0,0.0,1,Finished,57,226.027,1:26.310,5331.468,0 days 01:28:51.468000,93.53452631578948
1115,848,3,13,13,13.0,0.0,1,Finished,57,225.098,1:26.666,5340.182,0 days 01:29:00.182000,93.68740350877192
1115,825,210,18,14,14.0,0.0,11,+1 Lap,56,224.061,1:27.067,5782.698,0 days 01:36:22.698000,93.93596428571428
1115,852,213,11,15,15.0,0.0,11,+1 Lap,56,223.786,1:27.174,5791.176,0 days 01:36:31.176000,94.07367857142856
1115,807,210,14,16,16.0,0.0,11,+1 Lap,56,225.559,1:26.489,5797.911,0 days 01:36:37.911000,94.18308928571427
1115,859,213,17,17,17.0,0.0,11,+1 Lap,56,223.943,1:27.113,5811.128,0 days 01:36:51.128000,94.39778571428572
1115,858,3,15,18,,0.0,139,Illness,40,221.729,1:27.983,8599.022,0 days 02:23:19.022000,96.70515
1115,1,131,3,19,,0.0,4,Collision,0,,,,NaT,
1115,832,6,12,20,,0.0,95,Fuel leak,0,,,,NaT,
1116,830,9,6,1,1.0,25.0,1,Finished,56,198.412,1:40.028,5721.362,0 days 01:35:21.362000,102.16717857142858
1116,846,1,2,2,2.0,18.0,1,Finished,56,198.497,1:39.985,5732.092,0 days 01:35:32.092000,102.3587857142857
1116,832,6,4,3,3.0,15.0,1,Finished,56,198.4,1:40.034,5736.496,0 days 01:35:36.496000,102.43742857142855
1116,815,9,9,4,4.0,12.0,1,Finished,56,198.991,1:39.737,5739.822,0 days 01:35:39.822000,102.49682142857144
1116,847,131,5,5,5.0,10.0,1,Finished,56,199.68,1:39.393,5746.361,0 days 01:35:46.361000,102.61358928571428
1116,842,214,7,6,6.0,8.0,1,Finished,56,197.653,1:40.412,5769.358,0 days 01:36:09.358000,103.02425
1116,840,117,0,7,7.0,6.0,1,Finished,56,198.65,1:39.908,5770.058,0 days 01:36:10.058000,103.03675
1116,852,213,11,8,8.0,5.0,1,Finished,56,202.231,1:38.139,5795.747,0 days 01:36:35.747000,103.49548214285714
1116,848,3,15,9,9.0,2.0,1,Finished,56,195.783,1:41.371,5803.076,0 days 01:36:43.076000,103.62635714285716
1116,858,3,16,10,10.0,1.0,1,Finished,56,196.041,1:41.238,5809.36,0 days 01:36:49.360000,103.73857142857142
1116,807,210,0,11,11.0,0.0,1,Finished,56,196.648,1:40.925,5811.266,0 days 01:36:51.266000,103.77260714285714
1116,822,51,13,12,12.0,0.0,1,Finished,56,194.629,1:41.972,5819.963,0 days 01:36:59.963000,103.92791071428572
1116,855,51,12,13,13.0,0.0,11,+1 Lap,55,194.807,1:41.879,6295.35,0 days 01:44:55.350000,104.08978181818182
1116,825,210,0,14,14.0,0.0,11,+1 Lap,55,195.523,1:41.506,6300.294,0 days 01:45:00.294000,104.17152727272727
1116,817,213,14,15,15.0,0.0,11,+1 Lap,55,199.734,1:39.366,6301.152,0 days 01:45:01.152000,104.18570909090909
1116,4,117,0,16,,0.0,140,Undertray,49,198.559,1:39.954,7312.647,0 days 02:01:52.647000,103.63728571428572
1116,857,1,10,17,,0.0,21,Radiator,10,193.24,1:42.705,14418.547,0 days 04:00:18.547000,105.9564
1116,839,214,8,18,,0.0,130,Collision damage,6,189.397,1:44.789,15433.086,0 days 04:17:13.086000,108.07483333333332
1116,1,131,3,19,,0.0,2,Disqualified,56,199.301,1:39.582,6009.766,0 days 01:40:09.766000,102.20691071428573
1116,844,6,1,20,,0.0,2,Disqualified,56,,,6033.325,0 days 01:40:33.325000,102.60757142857145
1117,830,9,3,1,1.0,25.0,1,Finished,71,189.78,1:21.644,7350.814,0 days 02:02:30.814000,103.53259154929576
1117,1,131,6,2,2.0,19.0,1,Finished,71,190.503,1:21.334,7364.689,0 days 02:02:44.689000,103.72801408450704
1117,844,6,1,3,3.0,15.0,1,Finished,71,188.194,1:22.332,7373.938,0 days 02:02:53.938000,103.85828169014084
1117,832,6,2,4,4.0,12.0,1,Finished,71,187.722,1:22.539,7377.968,0 days 02:02:57.968000,103.91504225352112
1117,846,1,17,5,5.0,10.0,1,Finished,71,189.085,1:21.944,7384.08,0 days 02:03:04.080000,104.00112676056338
1117,847,131,8,6,6.0,8.0,1,Finished,71,187.175,1:22.780,7391.834,0 days 02:03:11.834000,104.110338028169
1117,817,213,4,7,7.0,6.0,1,Finished,71,187.404,1:22.679,7392.384,0 days 02:03:12.384000,104.11808450704224
1117,857,1,7,8,8.0,4.0,1,Finished,71,187.22,1:22.760,7393.918,0 days 02:03:13.918000,104.13969014084506
1117,848,3,14,9,9.0,2.0,1,Finished,71,187.191,1:22.773,7399.387,0 days 02:03:19.387000,104.21671830985916
1117,839,214,15,10,10.0,1.0,1,Finished,71,186.733,1:22.976,7413.693,0 days 02:03:33.693000,104.41821126760564
1117,842,214,11,11,11.0,0.0,1,Finished,71,186.163,1:23.230,7417.022,0 days 02:03:37.022000,104.46509859154928
1117,852,213,18,12,12.0,0.0,1,Finished,71,187.808,1:22.501,7429.796,0 days 02:03:49.796000,104.64501408450704
1117,807,210,12,13,13.0,0.0,1,Finished,71,186.181,1:23.222,7431.123,0 days 02:03:51.123000,104.6637042253521
1117,855,51,10,14,14.0,0.0,1,Finished,71,185.412,1:23.567,7432.49,0 days 02:03:52.490000,104.68295774647888
1117,822,51,9,15,15.0,0.0,1,Finished,71,186.306,1:23.166,7431.411,0 days 02:03:51.411000,104.66776056338028
1117,858,3,19,16,16.0,0.0,31,Retired,70,186.672,1:23.003,8042.501,0 days 02:14:02.501000,104.88394285714286
1117,840,117,0,17,17.0,0.0,130,Collision damage,66,186.103,1:23.257,9067.522,0 days 02:31:07.522000,106.42631818181816
1117,4,117,13,18,,0.0,54,Withdrew,47,185.492,1:23.531,14489.732,0 days 04:01:29.732000,115.29985106382978
1117,825,210,16,19,,0.0,3,Accident,31,186.351,1:23.146,13841.632,0 days 03:50:41.632000,86.64558064516129
1117,815,9,5,20,,0.0,130,Collision damage,1,,,23135.698,0 days 06:25:35.698000,103.446
1118,830,9,1,1,1.0,25.0,1,Finished,71,211.277,1:13.422,7008.894,0 days 01:56:48.894000,98.71681690140844
1118,846,1,6,2,2.0,19.0,1,Finished,71,214.005,1:12.486,7017.171,0 days 01:56:57.171000,98.83339436619718
1118,4,117,4,3,3.0,15.0,1,Finished,71,208.382,1:14.442,7043.049,0 days 01:57:23.049000,99.19787323943662
1118,815,9,9,4,4.0,12.0,1,Finished,71,209.276,1:14.124,7043.102,0 days 01:57:23.102000,99.19861971830986
1118,840,117,3,5,5.0,10.0,1,Finished,71,209.607,1:14.007,7049.739,0 days 01:57:29.739000,99.29209859154928
1118,832,6,7,6,6.0,8.0,1,Finished,71,208.483,1:14.406,7059.082,0 days 01:57:39.082000,99.42369014084508
1118,842,214,15,7,7.0,6.0,1,Finished,71,208.161,1:14.521,7064.987,0 days 01:57:44.987000,99.50685915492956
1118,1,131,5,8,8.0,4.0,1,Finished,71,207.554,1:14.739,7071.753,0 days 01:57:51.753000,99.60215492957748
1118,852,213,16,9,9.0,2.0,1,Finished,71,208.974,1:14.231,7078.774,0 days 01:57:58.774000,99.70104225352114
1118,839,214,14,10,10.0,1.0,11,+1 Lap,70,209.045,1:14.206,7688.523,0 days 02:08:08.523000,100.26764285714285
1118,858,3,19,11,11.0,0.0,11,+1 Lap,70,204.816,1:15.738,7706.452,0 days 02:08:26.452000,100.50145714285712
1118,807,210,11,12,12.0,0.0,11,+1 Lap,70,206.732,1:15.036,7710.562,0 days 02:08:30.562000,100.55505714285717
1118,817,213,17,13,13.0,0.0,11,+1 Lap,70,210.007,1:13.866,7754.38,0 days 02:09:14.380000,101.1265
1118,857,1,10,14,14.0,0.0,12,+2 Laps,69,208.752,1:14.310,8009.529,0 days 02:13:29.529000,101.63086956521738
1118,847,131,8,15,,0.0,25,Overheating,57,207.014,1:14.934,11085.006,0 days 03:04:45.006000,106.20873684210528
1118,822,51,18,16,,0.0,5,Engine,39,204.835,1:15.731,17018.471,0 days 04:43:38.471000,119.2521282051282
1118,855,51,20,17,,0.0,5,Engine,22,203.489,1:16.232,27247.751,0 days 07:34:07.751000,152.29013636363635
1118,825,210,12,18,,0.0,4,Collision,0,,,,NaT,
1118,848,3,13,19,,0.0,4,Collision,0,,,,NaT,
1118,844,6,0,20,,0.0,5,Engine,0,,,,NaT,
1119,830,9,2,1,1.0,25.0,1,Finished,50,233.476,1:35.614,5348.289,0 days 01:29:08.289000,106.96578
1119,844,6,1,2,2.0,18.0,1,Finished,50,233.342,1:35.669,5350.359,0 days 01:29:10.359000,107.00718
1119,815,9,11,3,3.0,15.0,1,Finished,50,232.685,1:35.939,5350.53,0 days 01:29:10.530000,107.0106
1119,839,214,16,4,4.0,12.0,1,Finished,50,231.004,1:36.637,5366.954,0 days 01:29:26.954000,107.33908
1119,840,117,19,5,5.0,10.0,1,Finished,50,231.131,1:36.584,5368.356,0 days 01:29:28.356000,107.36712
1119,832,6,12,6,6.0,8.0,1,Finished,50,232.576,1:35.984,5369.123,0 days 01:29:29.123000,107.38246
1119,1,131,10,7,7.0,6.0,1,Finished,50,233.227,1:35.716,5370.044,0 days 01:29:30.044000,107.40088
1119,847,131,3,8,8.0,4.0,1,Finished,50,232.365,1:36.071,5366.38,0 days 01:29:26.380000,107.3276
1119,4,117,9,9,9.0,2.0,1,Finished,50,231.191,1:36.559,5374.253,0 days 01:29:34.253000,107.48506
1119,857,1,18,10,10.0,2.0,1,Finished,50,233.779,1:35.490,5377.785,0 days 01:29:37.785000,107.5557
1119,842,214,4,11,11.0,0.0,1,Finished,50,230.346,1:36.913,5382.559,0 days 01:29:42.559000,107.65118
1119,848,3,5,12,12.0,0.0,1,Finished,50,229.296,1:37.357,5391.687,0 days 01:29:51.687000,107.83374
1119,825,210,8,13,13.0,0.0,1,Finished,50,229.065,1:37.455,5393.114,0 days 01:29:53.114000,107.86228
1119,817,213,14,14,14.0,0.0,1,Finished,50,229.884,1:37.108,5396.814,0 days 01:29:56.814000,107.93628
1119,855,51,17,15,15.0,0.0,1,Finished,50,229.253,1:37.375,5398.451,0 days 01:29:58.451000,107.96902
1119,858,3,6,16,16.0,0.0,1,Finished,50,228.397,1:37.740,5399.171,0 days 01:29:59.171000,107.98342
1119,822,51,7,17,17.0,0.0,1,Finished,50,228.814,1:37.562,5433.639,0 days 01:30:33.639000,108.67278
1119,852,213,20,18,18.0,0.0,6,Gearbox,46,228.755,1:37.587,6382.771,0 days 01:46:22.771000,109.1071956521739
1119,807,210,13,19,19.0,0.0,5,Engine,45,228.807,1:37.565,6538.387,0 days 01:48:58.387000,108.97311111111112
1119,846,1,15,20,,0.0,3,Accident,2,187.079,1:59.327,15543.14,0 days 04:19:03.140000,124.8445
1120,830,9,1,1,1.0,26.0,1,Finished,58,218.541,1:26.993,5222.624,0 days 01:27:02.624000,90.04524137931034
1120,844,6,2,2,2.0,18.0,1,Finished,58,215.553,1:28.199,5240.617,0 days 01:27:20.617000,90.35546551724138
1120,847,131,4,3,3.0,15.0,1,Finished,58,215.582,1:28.187,5242.952,0 days 01:27:22.952000,90.39572413793104
1120,815,9,9,4,4.0,12.0,1,Finished,58,217.292,1:27.493,5239.077,0 days 01:27:19.077000,90.32891379310344
1120,846,1,5,5,5.0,10.0,1,Finished,58,215.639,1:28.164,5246.908,0 days 01:27:26.908000,90.46393103448275
1120,857,1,3,6,6.0,8.0,1,Finished,58,215.702,1:28.138,5254.111,0 days 01:27:34.111000,90.58812068965516
1120,4,117,7,7,7.0,6.0,1,Finished,58,215.414,1:28.256,5262.136,0 days 01:27:42.136000,90.72648275862068
1120,852,213,6,8,8.0,4.0,1,Finished,58,213.0,1:29.256,5265.712,0 days 01:27:45.712000,90.78813793103448
1120,1,131,11,9,9.0,2.0,1,Finished,58,215.131,1:28.372,5267.048,0 days 01:27:47.048000,90.8111724137931
1120,840,117,13,10,10.0,1.0,1,Finished,58,215.918,1:28.050,5278.256,0 days 01:27:58.256000,91.00441379310344
1120,817,213,15,11,11.0,0.0,1,Finished,58,214.648,1:28.571,5278.853,0 days 01:27:58.853000,91.01470689655171
1120,839,214,12,12,12.0,0.0,1,Finished,58,211.162,1:30.033,5288.997,0 days 01:28:08.997000,91.18960344827586
1120,842,214,10,13,13.0,0.0,1,Finished,58,213.575,1:29.016,5292.984,0 days 01:28:12.984000,91.2583448275862
1120,848,3,14,14,14.0,0.0,1,Finished,58,216.422,1:27.845,5295.808,0 days 01:28:15.808000,91.30703448275862
1120,807,210,8,15,15.0,0.0,1,Finished,58,213.093,1:29.217,5306.32,0 days 01:28:26.320000,91.48827586206896
1120,858,3,20,16,16.0,0.0,1,Finished,58,214.626,1:28.580,5310.415,0 days 01:28:30.415000,91.55887931034482
1120,855,51,19,17,17.0,0.0,1,Finished,58,214.224,1:28.746,5312.046,0 days 01:28:32.046000,91.587
1120,832,6,16,18,18.0,0.0,31,Retired,57,212.534,1:29.452,5726.53,0 days 01:35:26.530000,91.41970175438595
1120,822,51,18,19,19.0,0.0,11,+1 Lap,57,211.562,1:29.863,5753.028,0 days 01:35:53.028000,91.8427192982456
1120,825,210,17,20,20.0,0.0,11,+1 Lap,57,211.395,1:29.934,5755.737,0 days 01:35:55.737000,91.8859649122807
1121,830,9,1,1,1.0,26.0,1,Finished,57,210.383,1:32.608,5504.742,0 days 01:31:44.742000,96.57442105263158
1121,815,9,5,2,2.0,18.0,1,Finished,57,206.468,1:34.364,5527.199,0 days 01:32:07.199000,96.96840350877191
1121,832,6,4,3,3.0,15.0,1,Finished,57,206.156,1:34.507,5529.852,0 days 01:32:09.852000,97.01494736842103
1121,844,6,2,4,4.0,12.0,1,Finished,57,207.069,1:34.090,5544.411,0 days 01:32:24.411000,97.27036842105264
1121,847,131,3,5,5.0,10.0,1,Finished,57,204.946,1:35.065,5551.53,0 days 01:32:31.530000,97.39526315789472
1121,846,1,7,6,6.0,8.0,1,Finished,57,206.223,1:34.476,5553.2,0 days 01:32:33.200000,97.42456140350878
1121,1,131,9,7,7.0,6.0,1,Finished,57,205.688,1:34.722,5555.066,0 days 01:32:35.066000,97.45729824561404
1121,857,1,8,8,8.0,4.0,1,Finished,57,205.123,1:34.983,5560.824,0 days 01:32:40.824000,97.55831578947368
1121,4,117,6,9,9.0,2.0,1,Finished,57,206.83,1:34.199,5579.629,0 days 01:32:59.629000,97.88822807017544
1121,840,117,12,10,10.0,1.0,1,Finished,57,203.73,1:35.632,5597.958,0 days 01:33:17.958000,98.2097894736842
1121,855,15,17,11,11.0,0.0,11,+1 Lap,56,204.102,1:35.458,6058.714,0 days 01:40:58.714000,98.41966071428573
1121,825,210,15,12,12.0,0.0,11,+1 Lap,56,203.863,1:35.570,6060.426,0 days 01:41:00.426000,98.44746428571428
1121,817,215,14,13,13.0,0.0,11,+1 Lap,56,204.735,1:35.163,6061.132,0 days 01:41:01.132000,98.45892857142856
1121,852,215,11,14,14.0,0.0,11,+1 Lap,56,203.303,1:35.833,6061.708,0 days 01:41:01.708000,98.46828571428571
1121,848,3,13,15,15.0,0.0,11,+1 Lap,56,203.537,1:35.723,6064.35,0 days 01:41:04.350000,98.51121428571427
1121,807,210,10,16,16.0,0.0,11,+1 Lap,56,205.445,1:34.834,6070.667,0 days 01:41:10.667000,98.61382142857144
1121,839,214,19,17,17.0,0.0,11,+1 Lap,56,202.473,1:36.226,6085.857,0 days 01:41:25.857000,98.86057142857145
1121,842,214,20,18,18.0,0.0,11,+1 Lap,56,205.508,1:34.805,6086.92,0 days 01:41:26.920000,98.87783928571427
1121,822,15,16,19,19.0,0.0,11,+1 Lap,56,202.523,1:36.202,6142.778,0 days 01:42:22.778000,99.78521428571428
1121,858,3,18,20,20.0,0.0,12,+2 Laps,55,205.659,1:34.735,6356.377,0 days 01:45:56.377000,100.4643090909091
1122,830,9,1,1,1.0,25.0,1,Finished,50,242.188,1:31.773,4843.273,0 days 01:20:43.273000,96.86546
1122,815,9,3,2,2.0,18.0,1,Finished,50,240.876,1:32.273,4851.916,0 days 01:20:51.916000,97.03832
1122,844,6,2,3,3.0,16.0,1,Finished,50,242.561,1:31.632,4861.912,0 days 01:21:01.912000,97.23824
1122,857,1,5,4,4.0,12.0,1,Finished,50,240.779,1:32.310,4875.28,0 days 01:21:15.280000,97.5056
1122,4,117,4,5,5.0,10.0,1,Finished,50,240.579,1:32.387,4879.032,0 days 01:21:19.032000,97.58064
1122,847,131,7,6,6.0,8.0,1,Finished,50,240.926,1:32.254,4883.209,0 days 01:21:23.209000,97.66418
1122,860,6,11,7,7.0,6.0,1,Finished,50,241.103,1:32.186,4885.952,0 days 01:21:25.952000,97.71904
1122,846,1,6,8,8.0,4.0,1,Finished,50,241.738,1:31.944,4888.981,0 days 01:21:28.981000,97.77962
1122,1,131,8,9,9.0,2.0,1,Finished,50,242.26,1:31.746,4890.664,0 days 01:21:30.664000,97.81328
1122,807,210,15,10,10.0,1.0,1,Finished,50,240.633,1:32.366,4920.269,0 days 01:22:00.269000,98.40538
1122,848,3,12,11,11.0,0.0,1,Finished,50,240.787,1:32.307,4931.627,0 days 01:22:11.627000,98.63254
1122,825,210,13,12,12.0,0.0,1,Finished,50,240.706,1:32.338,4929.01,0 days 01:22:09.010000,98.5802
1122,839,214,17,13,13.0,0.0,11,+1 Lap,49,237.763,1:33.481,5341.894,0 days 01:29:01.894000,98.92395918367347
1122,858,3,19,14,14.0,0.0,11,+1 Lap,49,237.657,1:33.523,5344.962,0 days 01:29:04.962000,98.98077551020408
1122,852,215,9,15,15.0,0.0,11,+1 Lap,49,238.926,1:33.026,5343.582,0 days 01:29:03.582000,98.95522448979592
1122,817,215,14,16,16.0,0.0,11,+1 Lap,49,238.166,1:33.323,5360.313,0 days 01:29:20.313000,99.2650612244898
1122,822,15,16,17,17.0,0.0,11,+1 Lap,49,239.751,1:32.706,5362.958,0 days 01:29:22.958000,99.31404081632652
1122,855,15,20,18,18.0,0.0,11,+1 Lap,49,241.046,1:32.208,5370.053,0 days 01:29:30.053000,99.44542857142858
1122,840,117,10,19,,0.0,3,Accident,5,232.591,1:35.560,11654.592,0 days 03:14:14.592000,97.1216
1122,842,214,18,20,,0.0,6,Gearbox,1,,,15303.078,0 days 04:15:03.078000,121.453
1123,832,6,2,1,1.0,25.0,1,Finished,58,237.418,1:20.031,4826.843,0 days 01:20:26.843000,83.22143103448276
1123,844,6,4,2,2.0,19.0,1,Finished,58,238.066,1:19.813,4829.209,0 days 01:20:29.209000,83.26222413793103
1123,846,1,3,3,3.0,15.0,1,Finished,58,237.762,1:19.915,4832.747,0 days 01:20:32.747000,83.32322413793104
1123,857,1,5,4,4.0,12.0,1,Finished,58,236.92,1:20.199,4862.613,0 days 01:21:02.613000,83.83815517241379
1123,815,9,6,5,5.0,10.0,1,Finished,58,236.363,1:20.388,4883.152,0 days 01:21:23.152000,84.19227586206897
1123,840,117,9,6,6.0,8.0,1,Finished,58,234.78,1:20.930,4920.065,0 days 01:22:00.065000,84.82870689655172
1123,852,215,8,7,7.0,6.0,1,Finished,58,234.19,1:21.134,4922.444,0 days 01:22:02.444000,84.86972413793104
1123,4,117,10,8,8.0,4.0,1,Finished,58,236.055,1:20.493,4907.835,0 days 01:21:47.835000,84.61784482758621
1123,807,210,16,9,9.0,2.0,1,Finished,58,234.158,1:21.145,4931.396,0 days 01:22:11.396000,85.02406896551723
1123,825,210,14,10,10.0,1.0,11,+1 Lap,57,234.34,1:21.082,5308.931,0 days 01:28:28.931000,84.75305263157895
1123,848,3,12,11,11.0,0.0,11,+1 Lap,57,232.801,1:21.618,5309.951,0 days 01:28:29.951000,84.76933333333334
1123,817,215,18,12,12.0,0.0,11,+1 Lap,57,233.887,1:21.239,5317.093,0 days 01:28:37.093000,84.88335087719298
1123,842,214,17,13,13.0,0.0,11,+1 Lap,57,234.317,1:21.090,5343.957,0 days 01:29:03.957000,85.3122105263158
1123,822,15,13,14,14.0,0.0,11,+1 Lap,57,233.361,1:21.422,5350.96,0 days 01:29:10.960000,85.42401754385965
1123,855,15,19,15,15.0,0.0,11,+1 Lap,57,233.634,1:21.327,5353.122,0 days 01:29:13.122000,85.45852631578948
1123,839,214,15,16,16.0,0.0,11,+1 Lap,57,233.557,1:21.354,5363.766,0 days 01:29:23.766000,85.62845614035088
1123,847,131,7,17,17.0,0.0,3,Accident,56,236.669,1:20.284,5385.771,0 days 01:29:45.771000,83.65596428571429
1123,1,131,11,18,,0.0,5,Engine,15,230.469,1:22.444,11567.198,0 days 03:12:47.198000,85.2284
1123,830,9,1,19,,0.0,23,Brakes,3,228.608,1:23.115,13293.878,0 days 03:41:33.878000,84.89066666666666
1124,830,9,1,1,1.0,26.0,1,Finished,53,223.093,1:33.706,6863.566,0 days 01:54:23.566000,129.50124528301887
1124,815,9,2,2,2.0,18.0,1,Finished,53,222.525,1:33.945,6876.101,0 days 01:54:36.101000,129.73775471698113
1124,832,6,4,3,3.0,15.0,1,Finished,53,222.772,1:33.841,6884.432,0 days 01:54:44.432000,129.8949433962264
1124,844,6,8,4,4.0,12.0,1,Finished,53,219.952,1:35.044,6890.088,0 days 01:54:50.088000,130.0016603773585
1124,846,1,3,5,5.0,10.0,1,Finished,53,219.624,1:35.186,6893.266,0 days 01:54:53.266000,130.06162264150942
1124,4,117,5,6,6.0,8.0,1,Finished,53,220.691,1:34.726,6907.838,0 days 01:55:07.838000,130.33656603773585
1124,847,131,9,7,7.0,6.0,1,Finished,53,221.444,1:34.404,6909.517,0 days 01:55:09.517000,130.3682452830189
1124,857,1,6,8,8.0,4.0,1,Finished,53,220.514,1:34.802,6911.091,0 days 01:55:11.091000,130.39794339622642
1124,1,131,7,9,9.0,2.0,1,Finished,53,222.509,1:33.952,6912.192,0 days 01:55:12.192000,130.41871698113206
1124,852,215,10,10,10.0,1.0,11,+1 Lap,52,216.989,1:36.342,7556.966,0 days 02:05:56.966000,132.02246153846153
1124,807,210,12,11,11.0,0.0,11,+1 Lap,52,219.304,1:35.325,7563.093,0 days 02:06:03.093000,132.1295
1124,840,117,16,12,12.0,0.0,11,+1 Lap,52,218.221,1:35.798,7567.567,0 days 02:06:07.567000,132.20767307692307
1124,825,210,18,13,13.0,0.0,11,+1 Lap,52,216.289,1:36.654,7574.927,0 days 02:06:14.927000,132.33625
1124,822,15,13,14,14.0,0.0,11,+1 Lap,52,216.392,1:36.608,7575.999,0 days 02:06:15.999000,132.35498076923076
1124,839,214,15,15,15.0,0.0,11,+1 Lap,52,217.237,1:36.232,7600.501,0 days 02:06:40.501000,132.78303846153847
1124,842,214,17,16,16.0,0.0,11,+1 Lap,52,216.315,1:36.642,7615.817,0 days 02:06:55.817000,133.05061538461538
1124,858,3,19,17,17.0,0.0,11,+1 Lap,52,220.286,1:34.900,7635.3,0 days 02:07:15.300000,133.39098076923077
1124,855,15,20,18,,0.0,6,Gearbox,12,215.162,1:37.160,29898.052,0 days 08:18:18.052000,247.4185
1124,817,215,11,19,,0.0,3,Accident,0,,,,NaT,
1124,848,3,14,20,,0.0,3,Accident,0,,,,NaT,
1125,830,9,1,1,1.0,25.0,1,Finished,56,199.414,1:38.406,6052.554,0 days 01:40:52.554000,108.08132142857144
1125,846,1,4,2,2.0,18.0,1,Finished,56,198.717,1:38.751,6066.327,0 days 01:41:06.327000,108.32726785714286
1125,815,9,2,3,3.0,15.0,1,Finished,56,197.444,1:39.388,6071.714,0 days 01:41:11.714000,108.42346428571427
1125,844,6,6,4,4.0,12.0,1,Finished,56,197.452,1:39.384,6076.177,0 days 01:41:16.177000,108.50316071428573
1125,832,6,7,5,5.0,10.0,1,Finished,56,196.7,1:39.764,6086.537,0 days 01:41:26.537000,108.68816071428571
1125,847,131,8,6,6.0,8.0,1,Finished,56,196.016,1:40.112,6091.278,0 days 01:41:31.278000,108.77282142857143
